12.751	0.639005	0.0214838	1.42864
13.001	0.639668	0.0228446	1.42505
13.251	0.639385	0.0240934	1.46249
13.501	0.638556	0.0252335	1.51226
13.751	0.637915	0.0261329	1.54227
14.001	0.637551	0.0267013	1.55775
14.251	0.63739	0.0269973	1.56823
14.501	0.637364	0.0271315	1.57912
14.751	0.637428	0.027213	1.59226
15.001	0.637546	0.0273198	1.60705
15.251	0.637689	0.0274816	1.62169
15.501	0.637832	0.0276806	1.63463
15.751	0.637953	0.027877	1.64553
16.001	0.638038	0.0280421	1.65519
16.251	0.638078	0.0281765	1.66472
16.501	0.63807	0.028304	1.67465
16.751	0.638019	0.0284506	1.68458
17.001	0.637929	0.0286266	1.69355
17.251	0.637808	0.028819	1.70055
17.501	0.637669	0.0289977	1.70521
17.751	0.637526	0.0291304	1.708
18.001	0.637398	0.0292038	1.7103
18.251	0.637316	0.0292456	1.71376
18.501	0.637323	0.0293376	1.71925
18.751	0.637485	0.0296068	1.72515
19	0.63789	0.0301811	1.72638
19.25	0.638607	0.0311253	1.71701
19.5	0.639319	0.0323446	1.70629
19.75	0.639129	0.033717	1.72443
20	0.63829	0.0351118	1.75597
20.25	0.637593	0.0361977	1.77577
20.5	0.637179	0.0368738	1.78614
20.75	0.636978	0.0372306	1.79362
21	0.636925	0.0374021	1.80193
21.25	0.636971	0.0375109	1.81225
21.5	0.63708	0.0376414	1.82397
21.75	0.637221	0.037823	1.83565
22	0.637366	0.038035	1.84615
22.25	0.637491	0.0382355	1.85527
22.5	0.637579	0.0383986	1.86369
22.75	0.637622	0.0385296	1.87217
23	0.637619	0.038654	1.88096
23.25	0.637572	0.0387955	1.88967
23.5	0.637488	0.0389601	1.89758
23.75	0.637373	0.0391329	1.90403
24	0.637237	0.039284	1.90879
24.25	0.637093	0.0393836	1.91225
24.5	0.63696	0.0394215	1.91541
24.75	0.636869	0.0394286	1.91942
25	0.636864	0.0394881	1.92473
25.25	0.637014	0.0397204	1.92978
25.5	0.63741	0.040232	1.93034
25.75	0.638123	0.0410496	1.92166
26	0.63886	0.0421269	1.91049
26.25	0.638715	0.043535	1.92048
26.5	0.637864	0.0450971	1.94197
26.75	0.637123	0.0463163	1.95559
27	0.636666	0.0470676	1.96266
27.25	0.636432	0.0474627	1.96804
27.5	0.636356	0.0476545	1.97454
27.75	0.636387	0.0477773	1.98294
28	0.63649	0.0479208	1.99261
28.25	0.636629	0.0481136	2.00233
28.5	0.636775	0.0483306	2.01115
28.75	0.6369	0.0485282	2.01901
29	0.636989	0.0486842	2.02648
29.25	0.637033	0.0488087	2.03411
29.5	0.637031	0.048928	2.042
29.75	0.636988	0.0490626	2.04977
30	0.636907	0.0492148	2.05684
30.25	0.636796	0.0493677	2.06274
30.5	0.636662	0.0494924	2.06734
30.75	0.636518	0.0495614	2.07099
31	0.636382	0.0495678	2.07448
31.25	0.636287	0.0495473	2.07867
31.5	0.63628	0.0495868	2.08374
31.75	0.636432	0.0498019	2.08814
32	0.63684	0.0502752	2.08814
32.25	0.63757	0.0509994	2.08002
32.5	0.638309	0.0519645	2.06987
32.75	0.638145	0.0533988	2.07642
33	0.63727	0.0550766	2.09156
33.25	0.636498	0.0563768	2.10072
33.5	0.636013	0.057165	2.10524
33.75	0.635757	0.0575724	2.10895
34	0.635664	0.0577677	2.11402
34.25	0.635687	0.0578951	2.12093
34.5	0.635787	0.0580468	2.12901
34.75	0.635926	0.0582469	2.13713
35	0.636071	0.0584638	2.14453
35.25	0.636196	0.0586533	2.15127
35.5	0.636282	0.0587987	2.15785
35.75	0.636323	0.0589152	2.16465
36	0.63632	0.0590291	2.17164
36.25	0.636276	0.0591567	2.17847
36.5	0.636197	0.0592964	2.18465
36.75	0.636087	0.0594296	2.18987
37	0.635954	0.059528	2.19405
37.25	0.63581	0.059567	2.19752
37.5	0.635675	0.0595448	2.20095
37.75	0.635581	0.0595041	2.205
38	0.635582	0.0595385	2.20963
38.25	0.635755	0.0597577	2.21316
38.5	0.6362	0.0602165	2.21221
38.75	0.63697	0.0608742	2.20406
39.001	0.637674	0.0617819	2.19541
39.251	0.637403	0.0632855	2.20093
39.501	0.636489	0.0650386	2.21157
39.751	0.63571	0.0663556	2.21716
40.001	0.635217	0.067131	2.21955
40.251	0.634954	0.0675189	2.2219
40.501	0.634859	0.0677012	2.22581
40.751	0.634882	0.0678275	2.23149
41.001	0.634984	0.0679867	2.23818
41.251	0.635125	0.0681926	2.24485
41.501	0.635269	0.0684049	2.25092
41.751	0.635389	0.0685811	2.25657
42.001	0.635468	0.0687133	2.26223
42.251	0.635503	0.0688219	2.26814
42.501	0.635495	0.0689312	2.27418
42.751	0.635448	0.0690526	2.27998
43.001	0.635367	0.0691801	2.28518
43.251	0.635256	0.0692931	2.28953
43.501	0.635123	0.0693644	2.29305
43.751	0.634979	0.0693731	2.29606
44.001	0.634845	0.0693249	2.29914
44.251	0.634761	0.0692743	2.30281
44.501	0.634785	0.0693235	2.30671
44.751	0.635004	0.0695714	2.309
45.001	0.635521	0.0700361	2.30653
45.251	0.636346	0.0706527	2.29791
45.501	0.636933	0.0715805	2.29143
45.751	0.636469	0.0732199	2.29692
46.001	0.635516	0.0749994	2.30395
46.251	0.634755	0.0762622	2.30659
46.501	0.634279	0.0769736	2.30725
46.751	0.63403	0.0773128	2.30848
47.001	0.633945	0.0774705	2.31144
47.251	0.633979	0.0775954	2.31604
47.501	0.634089	0.0777647	2.32142
47.751	0.634234	0.0779749	2.32666
48.001	0.634374	0.0781771	2.33143
48.251	0.634485	0.0783358	2.33599
48.501	0.634554	0.0784543	2.34069
48.751	0.634578	0.0785565	2.34562
49.001	0.634562	0.078663	2.35059
49.251	0.634509	0.0787791	2.35525
49.501	0.634423	0.0788942	2.35933
49.751	0.634308	0.0789861	2.36266
50.001	0.634172	0.0790288	2.36532
50.251	0.634028	0.079007	2.36764
50.501	0.633901	0.0789381	2.37016
50.751	0.633837	0.0788935	2.37318
51.001	0.633906	0.078983	2.37602
51.251	0.634204	0.0792839	2.37656
51.501	0.634831	0.0797679	2.37207
51.751	0.635692	0.0803832	2.36318
52.001	0.636015	0.0814804	2.35983
52.251	0.635295	0.083304	2.36527
52.501	0.634335	0.0850269	2.36901
52.751	0.633628	0.0861553	2.36919
53.001	0.633199	0.0867529	2.36849
53.251	0.632983	0.0870208	2.36887
53.501	0.632926	0.0871511	2.37102
53.751	0.632982	0.0872811	2.37457
54.001	0.633105	0.0874647	2.37861
54.251	0.633252	0.0876753	2.38241
54.501	0.633385	0.0878603	2.38587
54.751	0.633481	0.0879986	2.38932
55.001	0.633534	0.088105	2.39298
55.251	0.633544	0.0882042	2.39682
55.501	0.633516	0.0883103	2.40057
55.751	0.633453	0.0884217	2.40395
56.001	0.633359	0.0885233	2.40675
56.251	0.633238	0.0885915	2.40888
56.501	0.633098	0.0886029	2.41049
56.751	0.632956	0.0885512	2.41195
57.001	0.632844	0.0884729	2.41371
57.251	0.632819	0.0884611	2.41581
57.501	0.632967	0.0886256	2.4171
57.751	0.633395	0.0890029	2.41524
58.001	0.634164	0.0895201	2.40844
58.251	0.634937	0.0902463	2.40069
58.501	0.634787	0.0917108	2.4013
58.751	0.633843	0.0936576	2.4055
59.001	0.632941	0.0952014	2.40612
59.251	0.632329	0.0961214	2.40434
59.501	0.631974	0.0965704	2.40263
59.751	0.631815	0.0967606	2.40236
60.001	0.631801	0.0968738	2.40374
60.251	0.631887	0.0970212	2.40617
60.501	0.632025	0.0972203	2.40874
60.751	0.632169	0.097422	2.41103
61.001	0.632287	0.0975826	2.41318
61.251	0.632362	0.0977011	2.41548
61.501	0.632394	0.0978006	2.41799
61.751	0.632386	0.0979015	2.42054
62.001	0.632342	0.0980092	2.4229
62.251	0.632265	0.0981151	2.42481
62.501	0.63216	0.0981999	2.42614
62.751	0.63203	0.0982397	2.4269
63.001	0.631887	0.0982165	2.42729
63.251	0.631753	0.0981407	2.42774
63.501	0.631674	0.0980779	2.42854
63.751	0.631725	0.0981434	2.42928
64.001	0.632008	0.098425	2.42827
64.251	0.632628	0.0988967	2.42334
64.501	0.63349	0.0995054	2.41514
64.751	0.633832	0.100619	2.41157
65.001	0.633114	0.102519	2.41482
65.251	0.632111	0.104366	2.41616
65.501	0.631346	0.105603	2.414
65.751	0.630863	0.106267	2.41077
66.001	0.630606	0.106561	2.40835
66.251	0.630521	0.10669	2.40749
66.501	0.630562	0.10681	2.40798
66.751	0.630681	0.106986	2.40903
67.001	0.630828	0.107191	2.40997
67.251	0.630959	0.10737	2.41071
67.501	0.631051	0.107503	2.41153
67.751	0.631098	0.107608	2.41256
68.001	0.631105	0.107709	2.4137
68.251	0.631074	0.107816	2.41475
68.501	0.631011	0.107926	2.41545
68.751	0.630918	0.108023	2.41566
69.001	0.630799	0.108084	2.41531
69.251	0.63066	0.108088	2.41451
69.501	0.630518	0.108031	2.41356
69.751	0.63041	0.107952	2.41285
70.001	0.630402	0.107957	2.41234
70.251	0.630594	0.108166	2.41096
70.501	0.631099	0.108606	2.40669
70.751	0.631922	0.109211	2.39896
71.001	0.632501	0.110177	2.39345
71.251	0.632023	0.111957	2.3954
71.501	0.631009	0.113955	2.39717
71.751	0.630149	0.115428	2.3949
72.001	0.629575	0.116285	2.39057
72.251	0.629244	0.116693	2.38633
72.501	0.629101	0.116861	2.38334
72.751	0.629102	0.11697	2.38176
73.001	0.629199	0.117124	2.38101
73.251	0.629342	0.117325	2.38034
73.501	0.62948	0.117515	2.37951
73.751	0.629582	0.11766	2.3787
74.001	0.629639	0.117773	2.37808
74.251	0.629653	0.117877	2.37762
74.501	0.62963	0.117988	2.37709
74.751	0.629574	0.118104	2.37629
75.001	0.629489	0.118211	2.37505
75.251	0.629377	0.11829	2.37328
75.501	0.629243	0.118317	2.37103
75.751	0.6291	0.11828	2.36852
76.001	0.628978	0.118205	2.36611
76.25	0.62894	0.118183	2.36399
76.5	0.629082	0.118351	2.36145
76.75	0.629526	0.118781	2.35678
77	0.630303	0.119429	2.34914
77.25	0.630922	0.120416	2.34327
77.5	0.630527	0.12216	2.34473
77.75	0.62953	0.124192	2.34646
78	0.628647	0.125768	2.34385
78.25	0.628041	0.126736	2.33852
78.5	0.627676	0.127228	2.33269
78.75	0.627502	0.127437	2.32773
79	0.627478	0.127549	2.32404
79.25	0.627561	0.127689	2.32129
79.5	0.6277	0.127883	2.31877
79.75	0.62784	0.128077	2.31613
80	0.627945	0.128229	2.31351
80.25	0.628003	0.128347	2.31108
80.5	0.628017	0.128458	2.30879
80.75	0.627994	0.128576	2.30646
81	0.627939	0.128702	2.30386
81.25	0.627855	0.128822	2.30084
81.5	0.627746	0.128916	2.29732
81.75	0.627614	0.128961	2.2933
82	0.627472	0.128943	2.28898
82.25	0.627347	0.128878	2.28468
82.5	0.6273	0.128855	2.28066
82.75	0.627435	0.129024	2.27643
83	0.627876	0.129488	2.27053
83.25	0.628634	0.130226	2.26249
83.5	0.62913	0.131348	2.25752
83.75	0.628607	0.133139	2.25945
84	0.627626	0.135091	2.26034
84.25	0.626799	0.136598	2.25663
84.5	0.626231	0.137551	2.25004
84.75	0.625887	0.138055	2.24266
85	0.62572	0.13828	2.23585
85.25	0.625697	0.138397	2.23012
85.5	0.62578	0.138536	2.22527
85.75	0.625919	0.138727	2.2207
86	0.626057	0.138919	2.21604
86.25	0.626156	0.13907	2.21143
86.5	0.626206	0.139191	2.20701
86.75	0.626212	0.139309	2.20272
87	0.62618	0.13944	2.19835
87.25	0.626119	0.13958	2.19368
87.5	0.62603	0.139715	2.18858
87.75	0.625918	0.139823	2.18297
88	0.625786	0.139881	2.17688
88.25	0.625645	0.139876	2.17047
88.5	0.625526	0.139825	2.16408
88.75	0.625494	0.139826	2.15797
89	0.625666	0.140047	2.15172
89.25	0.626168	0.14061	2.14406
89.5	0.626893	0.141495	2.13579
89.75	0.627038	0.1428	2.13318
90	0.62628	0.144567	2.13519
90.25	0.625375	0.146261	2.13383
90.5	0.624684	0.14753	2.12805
90.75	0.624221	0.14834	2.11978
91	0.623947	0.14878	2.11079
91.25	0.623825	0.148985	2.10221
91.5	0.623831	0.149104	2.09454
91.75	0.62393	0.14925	2.0876
92	0.624072	0.149443	2.08086
92.25	0.624202	0.149626	2.07407
92.5	0.624284	0.149768	2.06738
92.75	0.624314	0.149889	2.06089
93	0.624301	0.150018	2.05447
93.25	0.624254	0.150166	2.04789
93.5	0.624179	0.150325	2.04095
93.75	0.624081	0.150477	2.03354
94	0.623961	0.150597	2.0256
94.25	0.623826	0.150664	2.01719
94.5	0.623689	0.150666	2.00851
94.75	0.623589	0.150635	1.99992
95	0.623607	0.150696	1.99165
95.25	0.62388	0.151047	1.98319
95.5	0.624486	0.151788	1.97385
95.75	0.624972	0.152834	1.96716
96	0.624556	0.154191	1.96709
96.25	0.623713	0.155676	1.96651
96.5	0.623003	0.156942	1.96143
96.75	0.622506	0.157866	1.95296
97	0.622188	0.158455	1.94276
97.25	0.622015	0.158778	1.93213
97.5	0.621965	0.15894	1.92194
97.75	0.622018	0.15906	1.91249
98	0.622141	0.159221	1.90355
98.25	0.622283	0.159412	1.89469
98.5	0.622391	0.159576	1.88582
98.75	0.622442	0.159702	1.87713
99	0.622442	0.159826	1.8686
99.25	0.622403	0.159973	1.86004
99.5	0.622334	0.160145	1.8512
99.75	0.622241	0.160326	1.84192
100	0.622129	0.160493	1.8321
100.25	0.622001	0.160621	1.82175
100.5	0.621864	0.160689	1.81097
100.75	0.621742	0.160696	1.80003
101	0.621689	0.160707	1.78934
101.25	0.621819	0.160901	1.77903
101.5	0.622269	0.161486	1.76857
101.75	0.622829	0.162403	1.75938
102	0.622655	0.163407	1.75624
102.25	0.621923	0.164491	1.75446
102.5	0.62127	0.165499	1.74882
102.75	0.620814	0.166305	1.73974
103	0.620518	0.16688	1.72863
103.25	0.620349	0.167241	1.71663
103.5	0.620285	0.167442	1.70457
103.75	0.620314	0.167563	1.69299
104	0.620417	0.167693	1.68199
104.25	0.620558	0.167867	1.67123
104.5	0.620681	0.16804	1.66047
104.75	0.620747	0.168171	1.6498
105	0.620754	0.168286	1.63933
105.25	0.620716	0.168422	1.62892
105.5	0.620646	0.168595	1.61832
105.75	0.620553	0.168794	1.6073
106	0.620442	0.168996	1.59575
106.25	0.620317	0.169173	1.58362
106.5	0.620184	0.169299	1.57097
106.75	0.620059	0.169361	1.55802
107	0.619979	0.169386	1.54515
107.25	0.620036	0.169506	1.53278
107.5	0.620373	0.16996	1.52087
107.75	0.620911	0.170778	1.51004
108	0.620845	0.171516	1.5042
108.25	0.620209	0.172184	1.50011
108.5	0.619647	0.172843	1.49273
108.75	0.619271	0.173406	1.48232
109	0.619038	0.173836	1.47009
109.25	0.618911	0.174131	1.45696
109.5	0.618868	0.174312	1.44358
109.75	0.6189	0.174423	1.43045
110	0.618996	0.174528	1.41779
110.25	0.619133	0.174674	1.40546
110.5	0.619262	0.174839	1.39315
110.75	0.619338	0.174969	1.38087
111	0.619347	0.175069	1.36878
111.25	0.619303	0.175186	1.35682
111.5	0.619226	0.175348	1.34473
111.75	0.619127	0.175552	1.33226
112	0.619013	0.175775	1.31925
112.25	0.618889	0.175989	1.30564
112.5	0.61876	0.176163	1.29147
112.75	0.618638	0.176276	1.2769
113	0.618554	0.176338	1.2623
113.25	0.618582	0.176442	1.24817
113.5	0.618859	0.176814	1.23489
113.75	0.619356	0.177543	1.22291
114	0.619309	0.178055	1.21501
114.25	0.618741	0.178364	1.20831
114.5	0.618277	0.178707	1.19866
114.75	0.617994	0.17902	1.18651
115	0.617835	0.179263	1.17296
115.25	0.617765	0.179431	1.15875
115.5	0.617761	0.179536	1.14438
115.75	0.617813	0.179605	1.13018
116	0.617915	0.179676	1.11636
116.25	0.61805	0.179788	1.10285
116.5	0.61818	0.179933	1.0894
116.75	0.618258	0.180051	1.07592
117	0.618263	0.180131	1.06259
117.25	0.618211	0.18022	1.04942
117.5	0.618122	0.180359	1.03619
117.75	0.618014	0.180553	1.02261
118	0.617895	0.180783	1.00851
118.25	0.61777	0.181017	0.993785
118.5	0.617645	0.181224	0.978475
118.75	0.617532	0.181378	0.962732
119	0.617458	0.181477	0.946895
119.25	0.617486	0.181591	0.931528
119.5	0.617743	0.181921	0.917247
119.75	0.618208	0.182568	0.904602
120	0.618129	0.182864	0.895178
120.25	0.617611	0.182895	0.886032
120.5	0.617242	0.183003	0.874153
120.75	0.617045	0.183118	0.860292
121	0.616958	0.183194	0.845459
121.25	0.616942	0.183228	0.830279
121.5	0.616978	0.183234	0.815117
121.75	0.617057	0.183234	0.800197
122	0.61717	0.183257	0.785628
122.25	0.617305	0.183328	0.771353
122.5	0.617432	0.183441	0.757142
122.75	0.617506	0.183538	0.742856
123	0.617503	0.18359	0.728665
123.25	0.617438	0.183644	0.714656
123.5	0.617336	0.183749	0.700619
123.75	0.617219	0.183919	0.686274
124	0.617095	0.184137	0.671421
124.25	0.616971	0.184372	0.655964
124.5	0.616854	0.184593	0.639925
124.75	0.616756	0.184769	0.623457
125	0.616701	0.184895	0.606901
125.25	0.61675	0.185024	0.59086
125.5	0.617018	0.185332	0.576126
125.75	0.617459	0.185893	0.563319
126	0.617322	0.185975	0.55279
126.25	0.616849	0.185808	0.541572
126.5	0.616564	0.185765	0.527865
126.75	0.616443	0.185748	0.512608
127	0.616416	0.185702	0.496733
127.25	0.616447	0.185624	0.480787
127.5	0.616517	0.185536	0.465057
127.75	0.616618	0.18546	0.449686
128	0.616741	0.185425	0.434705
128.25	0.616875	0.185447	0.420017
128.5	0.616995	0.18552	0.405392
128.75	0.617062	0.185588	0.390656
129	0.617048	0.185608	0.37595
129.25	0.616968	0.18562	0.361418
129.5	0.616853	0.185683	0.346889
129.75	0.616727	0.185814	0.332086
130	0.616602	0.186001	0.31681
130.25	0.616484	0.186215	0.300973
130.5	0.616381	0.186424	0.284599
130.75	0.616304	0.1866	0.267851
131	0.61628	0.186731	0.251086
131.25	0.616368	0.186862	0.234953
131.5	0.616669	0.187147	0.220379
131.75	0.617088	0.187601	0.20791
132	0.616884	0.187478	0.196592
132.25	0.616454	0.187183	0.183811
132.5	0.616242	0.187058	0.168825
132.75	0.616182	0.186967	0.152631
133	0.616203	0.186845	0.136079
133.25	0.61627	0.18669	0.11966
133.5	0.616366	0.186527	0.10362
133.75	0.616481	0.186384	0.0880528
134	0.616609	0.186289	0.0729361
134.25	0.616739	0.186259	0.0581353
134.5	0.616849	0.186287	0.0434048
134.75	0.616904	0.18632	0.0285383
135	0.616878	0.186306	0.0136349
135.25	0.616784	0.186275	6.28206
135.5	0.616659	0.186288	6.26733
135.75	0.616529	0.18637	6.25234
136	0.616407	0.186507	6.23694
136.25	0.616302	0.186676	6.22104
136.5	0.61622	0.186844	6.2047
136.75	0.616175	0.186987	6.1881
137	0.616193	0.187093	6.17162
137.25	0.616334	0.187199	6.15598
137.5	0.616686	0.187437	6.14221
137.75	0.617079	0.187748	6.13053
138	0.61681	0.187439	6.11871
138.25	0.616418	0.187069	6.10495
138.5	0.616263	0.186911	6.08929
138.75	0.616251	0.18679	6.07267
139	0.61631	0.186633	6.05586
139.25	0.616403	0.186436	6.03932
139.5	0.616515	0.186224	6.02327
139.75	0.616638	0.18603	6.00777
140	0.616765	0.185884	5.99278
140.25	0.616887	0.185804	5.97814
140.5	0.616984	0.185786	5.96359
140.75	0.617026	0.185781	5.9489
141	0.616988	0.185733	5.9341
141.25	0.616882	0.18566	5.91941
141.5	0.61675	0.185624	5.90474
141.75	0.616621	0.185649	5.88984
142	0.61651	0.185723	5.87457
142.25	0.616425	0.185822	5.8589
142.5	0.616373	0.185919	5.84293
142.75	0.61637	0.185991	5.82687
143	0.616444	0.186029	5.81117
143.25	0.616653	0.186066	5.7966
143.5	0.617067	0.186208	5.78425
143.75	0.617428	0.186336	5.77377
144	0.617102	0.185868	5.76178
144.25	0.616736	0.185454	5.74765
144.5	0.616623	0.18529	5.73193
144.75	0.616647	0.185172	5.71541
145	0.616731	0.185012	5.6988
145.25	0.616842	0.184803	5.68251
145.5	0.616963	0.18457	5.66677
145.75	0.617088	0.184345	5.65164
146	0.617209	0.184161	5.63706
146.25	0.61732	0.184038	5.62286
146.5	0.617403	0.183976	5.60878
146.75	0.617432	0.183935	5.59456
147	0.617384	0.183858	5.58019
147.25	0.617271	0.183748	5.56587
147.5	0.617135	0.183665	5.55157
147.75	0.617011	0.183635	5.53704
148	0.616917	0.18364	5.52216
148.25	0.616861	0.183652	5.50697
148.5	0.616851	0.183646	5.49166
148.75	0.616901	0.183606	5.4765
149	0.617044	0.183524	5.46201
149.25	0.617334	0.183428	5.44904
149.5	0.617816	0.183404	5.43868
149.75	0.618147	0.18331	5.42974
150	0.617773	0.18271	5.41799
150.25	0.617415	0.182257	5.40409
150.5	0.617323	0.182099	5.38892
150.75	0.61737	0.182004	5.37303
151	0.617472	0.181866	5.35708
151.25	0.617593	0.181671	5.34146
151.5	0.617719	0.18144	5.3264
151.75	0.617841	0.181206	5.31196
152	0.617955	0.180998	5.29809
152.25	0.618053	0.180843	5.28463
152.5	0.618122	0.180744	5.27134
152.75	0.618141	0.180671	5.25794
153	0.618088	0.180572	5.24434
153.25	0.617971	0.180433	5.23074
153.5	0.617833	0.18031	5.21715
153.75	0.617716	0.180234	5.20332
154	0.617643	0.180177	5.18912
154.25	0.617621	0.180099	5.17465
154.5	0.61766	0.179972	5.1602
154.75	0.617775	0.179779	5.14619
155	0.617998	0.179518	5.13322
155.25	0.61838	0.179214	5.12226
155.5	0.618937	0.178937	5.11432
155.75	0.619253	0.178587	5.1073
156	0.618841	0.177872	5.09626
156.25	0.618462	0.177367	5.08314
156.5	0.618368	0.177205	5.06908
156.75	0.618425	0.177141	5.05437
157	0.618538	0.177043	5.03954
157.25	0.618665	0.176882	5.02502
157.5	0.618792	0.176674	5.01102
157.75	0.618911	0.176448	4.99763
158	0.619017	0.176234	4.98481
158.25	0.619104	0.176058	4.97243
158.5	0.619162	0.17593	4.96026
158.75	0.619173	0.175832	4.94804
159	0.619121	0.175718	4.93561
159.25	0.619005	0.175562	4.92311
159.5	0.618865	0.175407	4.91062
159.75	0.618752	0.175295	4.89791
160	0.618695	0.175197	4.88475
160.25	0.618707	0.175053	4.87125
160.5	0.618796	0.174813	4.85781
160.75	0.61898	0.174453	4.84502
161	0.61929	0.173968	4.83365
161.25	0.619771	0.173378	4.8248
161.5	0.62041	0.17276	4.81943
161.75	0.620751	0.172119	4.81472
162	0.620318	0.171296	4.80496
162.25	0.619881	0.170706	4.793
162.5	0.619753	0.170508	4.78056
162.75	0.619802	0.17047	4.76755
163	0.619918	0.170421	4.75431
163.25	0.620051	0.170308	4.74128
163.5	0.620179	0.170139	4.72873
163.75	0.620295	0.169938	4.71675
164	0.620395	0.169733	4.70533
164.25	0.620475	0.169549	4.69438
164.5	0.620526	0.169402	4.68369
164.75	0.620536	0.169286	4.67302
165	0.62049	0.169165	4.66216
165.25	0.620382	0.169005	4.65116
165.5	0.620241	0.168826	4.64017
165.75	0.620121	0.168685	4.62904
166	0.620065	0.168571	4.61741
166.25	0.620095	0.168407	4.60524
166.5	0.620224	0.168109	4.59296
166.75	0.620466	0.167622	4.58128
167	0.620854	0.16692	4.57121
167.25	0.621427	0.166015	4.56406
167.5	0.622158	0.164994	4.56089
167.75	0.622596	0.164012	4.55884
168	0.62219	0.163071	4.55106
168.25	0.621655	0.162362	4.5404
168.5	0.621443	0.16207	4.52985
168.75	0.621457	0.162027	4.51898
169	0.621567	0.162026	4.50776
169.25	0.621702	0.161972	4.4966
169.5	0.621834	0.161855	4.4858
169.75	0.621951	0.161692	4.47554
170	0.622051	0.161508	4.46582
170.25	0.622128	0.161329	4.45658
170.5	0.622178	0.161174	4.44767
170.75	0.622192	0.161045	4.43888
171	0.622158	0.160923	4.42996
171.25	0.622066	0.160773	4.42084
171.5	0.621929	0.160585	4.41168
171.75	0.621795	0.160412	4.40251
172	0.621718	0.160286	4.39295
172.25	0.621735	0.160147	4.38268
172.5	0.621867	0.159882	4.37187
172.75	0.622133	0.159383	4.36124
173	0.622563	0.158578	4.35193
173.25	0.623194	0.157442	4.34548
173.5	0.624012	0.156045	4.34338
173.75	0.62464	0.154661	4.34384
174	0.624386	0.153549	4.33904
174.25	0.623737	0.152709	4.32967
174.5	0.623374	0.152252	4.32073
174.75	0.623303	0.152133	4.31219
175	0.623382	0.152153	4.30335
175.25	0.623514	0.152162	4.29433
175.5	0.623652	0.152107	4.28551
175.75	0.623776	0.151995	4.27712
176	0.623881	0.151845	4.26926
176.25	0.623963	0.151683	4.2619
176.5	0.624019	0.151529	4.25494
176.75	0.624042	0.151393	4.24819
177	0.624025	0.151272	4.24143
177.25	0.623958	0.151139	4.23449
177.5	0.623839	0.150965	4.2274
177.75	0.623695	0.15077	4.22035
178	0.62358	0.150611	4.21319
178.25	0.623547	0.150492	4.20543
178.5	0.623632	0.15032	4.19677
178.75	0.623862	0.149952	4.18755
179	0.624265	0.149251	4.17876
179.25	0.624884	0.148119	4.17198
179.5	0.625732	0.14655	4.16918
179.75	0.626594	0.144781	4.17068
180	0.626732	0.143349	4.16998
180.25	0.626068	0.142372	4.16245
180.5	0.625483	0.141718	4.15421
180.75	0.625242	0.141419	4.14746
181	0.625238	0.141381	4.14109
181.25	0.625344	0.141429	4.13444
181.5	0.625483	0.141446	4.12769
181.75	0.625619	0.141398	4.12119
182	0.625736	0.141296	4.11516
182.25	0.625831	0.141163	4.10964
182.5	0.6259	0.14102	4.10458
182.75	0.625939	0.140884	4.09986
183	0.625944	0.140762	4.09526
183.25	0.625906	0.140644	4.09059
183.5	0.625818	0.140502	4.08572
183.75	0.625687	0.140317	4.08075
184	0.625544	0.14012	4.07587
184.25	0.625444	0.13997	4.07082
184.5	0.62544	0.139856	4.06502
