0.001	0.629961	0.79	0.00199901	-2.02269e-07	2.56065	
0.002	0.62996	0.79	0.00399803	-4.0468e-07	2.56065	
0.003	0.62996	0.79	0.00599704	-6.07376e-07	2.56065	
0.004	0.62996	0.79	0.00799606	-8.10495e-07	2.56065	
0.005	0.62996	0.79	0.00999508	-1.01417e-06	2.56065	
0.006	0.62996	0.79	0.0119941	-1.21852e-06	2.56065	
0.007	0.62996	0.79	0.0139931	-1.42368e-06	2.56065	
0.008	0.62996	0.79	0.0159922	-1.62974e-06	2.56065	
0.009	0.629959	0.79	0.0179912	-1.8368e-06	2.56065	
0.01	0.629959	0.79	0.0199902	-2.04496e-06	2.56065	
0.011	0.629959	0.789999	0.0219893	-2.25428e-06	2.56065	
0.012	0.629958	0.789999	0.0239883	-2.46482e-06	2.56065	
0.013	0.629958	0.789999	0.0259873	-2.67662e-06	2.56065	
0.014	0.629958	0.789999	0.0279864	-2.88972e-06	2.56065	
0.015	0.629957	0.789999	0.0299854	-3.10412e-06	2.56066	
0.016	0.629957	0.789999	0.0319845	-3.31983e-06	2.56066	
0.017	0.629956	0.789999	0.0339836	-3.53683e-06	2.56066	
0.018	0.629956	0.789999	0.0359827	-3.75509e-06	2.56066	
0.019	0.629956	0.789998	0.0379817	-3.97455e-06	2.56066	
0.02	0.629955	0.789998	0.0399808	-4.19516e-06	2.56066	
0.021	0.629955	0.789998	0.0419799	-4.41684e-06	2.56066	
0.022	0.629954	0.789998	0.043979	-4.63949e-06	2.56066	
0.023	0.629954	0.789998	0.0459781	-4.86302e-06	2.56066	
0.024	0.629953	0.789998	0.0479772	-5.08731e-06	2.56067	
0.025	0.629952	0.789997	0.0499764	-5.31224e-06	2.56067	
0.026	0.629952	0.789997	0.0519755	-5.53766e-06	2.56067	
0.027	0.629951	0.789997	0.0539746	-5.76342e-06	2.56067	
0.028	0.629951	0.789997	0.0559738	-5.98939e-06	2.56067	
0.029	0.62995	0.789997	0.0579729	-6.21538e-06	2.56067	
0.03	0.629949	0.789997	0.0599721	-6.44123e-06	2.56067	
0.031	0.629949	0.789996	0.0619712	-6.66677e-06	2.56068	
0.032	0.629948	0.789996	0.0639704	-6.89181e-06	2.56068	
0.033	0.629948	0.789996	0.0659696	-7.11617e-06	2.56068	
0.034	0.629947	0.789996	0.0679687	-7.33966e-06	2.56068	
0.035	0.629946	0.789996	0.0699679	-7.5621e-06	2.56068	
0.036	0.629946	0.789995	0.0719671	-7.78329e-06	2.56068	
0.037	0.629945	0.789995	0.0739663	-8.00304e-06	2.56068	
0.038	0.629944	0.789995	0.0759655	-8.22115e-06	2.56069	
0.039	0.629944	0.789995	0.0779647	-8.43744e-06	2.56069	
0.04	0.629943	0.789995	0.079964	-8.65172e-06	2.56069	
0.041	0.629943	0.789994	0.0819632	-8.86379e-06	2.56069	
0.042	0.629942	0.789994	0.0839624	-9.07347e-06	2.56069	
0.043	0.629941	0.789994	0.0859616	-9.28058e-06	2.56069	
0.044	0.629941	0.789994	0.0879609	-9.48493e-06	2.56069	
0.045	0.62994	0.789994	0.0899601	-9.68636e-06	2.5607	
0.046	0.629939	0.789993	0.0919594	-9.88468e-06	2.5607	
0.047	0.629939	0.789993	0.0939586	-1.00797e-05	2.5607	
0.048	0.629938	0.789993	0.0959579	-1.02713e-05	2.5607	
0.049	0.629938	0.789993	0.0979572	-1.04594e-05	2.5607	
0.05	0.629937	0.789993	0.0999564	-1.06436e-05	2.5607	
0.051	0.629936	0.789992	0.101956	-1.0824e-05	2.56071	
0.052	0.629936	0.789992	0.103955	-1.10003e-05	2.56071	
0.053	0.629935	0.789992	0.105954	-1.11725e-05	2.56071	
0.054	0.629935	0.789992	0.107954	-1.13403e-05	2.56071	
0.055	0.629934	0.789992	0.109953	-1.15037e-05	2.56071	
0.056	0.629934	0.789992	0.111952	-1.16625e-05	2.56071	
0.057	0.629933	0.789991	0.113951	-1.18167e-05	2.56071	
0.058	0.629932	0.789991	0.115951	-1.1966e-05	2.56071	
0.059	0.629932	0.789991	0.11795	-1.21104e-05	2.56072	
0.06	0.629931	0.789991	0.119949	-1.22498e-05	2.56072	
0.061	0.629931	0.789991	0.121949	-1.23841e-05	2.56072	
0.062	0.62993	0.789991	0.123948	-1.25133e-05	2.56072	
0.063	0.62993	0.78999	0.125947	-1.26371e-05	2.56072	
0.064	0.629929	0.78999	0.127947	-1.27556e-05	2.56072	
0.065	0.629929	0.78999	0.129946	-1.28686e-05	2.56072	
0.066	0.629928	0.78999	0.131945	-1.29761e-05	2.56072	
0.067	0.629928	0.78999	0.133944	-1.3078e-05	2.56073	
0.068	0.629928	0.78999	0.135944	-1.31743e-05	2.56073	
0.069	0.629927	0.789989	0.137943	-1.32649e-05	2.56073	
0.07	0.629927	0.789989	0.139942	-1.33497e-05	2.56073	
0.071	0.629926	0.789989	0.141942	-1.34287e-05	2.56073	
0.072	0.629926	0.789989	0.143941	-1.35019e-05	2.56073	
0.073	0.629925	0.789989	0.14594	-1.35691e-05	2.56073	
0.074	0.629925	0.789989	0.14794	-1.36305e-05	2.56073	
0.075	0.629925	0.789989	0.149939	-1.36858e-05	2.56073	
0.076	0.629924	0.789988	0.151938	-1.37352e-05	2.56073	
