0.064	0.0485542	0.192413	-1.99151	2.12516	
0.065	0.0465597	0.194526	-1.99752	2.10072	
0.066	0.0445593	0.196615	-2.00314	2.07659	
0.067	0.0425535	0.198679	-2.00839	2.05277	
0.068	0.0405427	0.20072	-2.01328	2.02926	
0.069	0.0385271	0.202738	-2.01783	2.00607	
0.07	0.0365071	0.204733	-2.02204	1.98317	
0.071	0.0344831	0.206704	-2.02594	1.96058	
0.072	0.0324553	0.208654	-2.02953	1.9383	
0.073	0.0304241	0.210581	-2.03283	1.91631	
0.074	0.0283898	0.212487	-2.03585	1.89461	
0.075	0.0263525	0.21437	-2.03859	1.87321	
0.076	0.0243127	0.216233	-2.04108	1.8521	
0.077	0.0222705	0.218075	-2.04331	1.83128	
0.078	0.0202261	0.219896	-2.0453	1.81073	
0.079	0.0181799	0.221696	-2.04707	1.79047	
0.08	0.0161321	0.223477	-2.04861	1.77049	
0.081	0.0140828	0.225237	-2.04993	1.75078	
0.082	0.0120323	0.226978	-2.05106	1.73133	
0.083	0.00998075	0.2287	-2.05198	1.71215	
0.084	0.00792838	0.230403	-2.05272	1.69324	
0.085	0.00587536	0.232087	-2.05328	1.67458	
0.086	0.00382188	0.233752	-2.05366	1.65618	
0.087	0.00176809	0.235399	-2.05388	1.63803	
0.088	-0.000285827	0.237028	-2.05394	1.62012	
0.089	-0.00233973	0.238639	-2.05384	1.60246	
0.09	-0.00439345	0.240233	-2.05359	1.58504	
0.091	-0.00644687	0.24181	-2.05321	1.56786	
0.092	-0.00849982	0.243369	-2.05269	1.55091	
0.093	-0.0105522	0.244912	-2.05203	1.53419	
0.094	-0.0126039	0.246437	-2.05126	1.51769	
0.095	-0.0146547	0.247947	-2.05036	1.50141	
0.096	-0.0167045	0.24944	-2.04935	1.48536	
0.097	-0.0187533	0.250918	-2.04822	1.46952	
0.098	-0.0208009	0.252379	-2.047	1.45389	
0.099	-0.0228473	0.253826	-2.04567	1.43846	
0.1	-0.0248922	0.255256	-2.04424	1.42325	
0.101	-0.0269357	0.256672	-2.04272	1.40823	
0.102	-0.0289777	0.258073	-2.04111	1.39341	
0.103	-0.0310179	0.259459	-2.03942	1.37879	
0.104	-0.0330565	0.260831	-2.03764	1.36435	
0.105	-0.0350932	0.262188	-2.03578	1.35011	
0.106	-0.037128	0.263531	-2.03385	1.33605	
0.107	-0.0391609	0.26486	-2.03185	1.32218	
0.108	-0.0411917	0.266175	-2.02978	1.30848	
0.109	-0.0432204	0.267477	-2.02764	1.29496	
0.11	-0.0452469	0.268765	-2.02544	1.28161	
0.111	-0.0472712	0.27004	-2.02317	1.26843	
0.112	-0.0492933	0.271302	-2.02085	1.25542	
0.113	-0.0513129	0.272551	-2.01848	1.24258	
0.114	-0.0533302	0.273787	-2.01605	1.22989	
0.115	-0.055345	0.275011	-2.01357	1.21737	
0.116	-0.0573573	0.276222	-2.01104	1.205	
0.117	-0.0593671	0.277421	-2.00847	1.19279	
0.118	-0.0613742	0.278608	-2.00585	1.18072	
0.119	-0.0633788	0.279783	-2.00319	1.16881	
0.12	-0.0653806	0.280945	-2.00048	1.15704	
0.121	-0.0673797	0.282097	-1.99774	1.14542	
0.122	-0.0693761	0.283236	-1.99497	1.13394	
0.123	-0.0713696	0.284365	-1.99215	1.1226	
0.124	-0.0733604	0.285482	-1.98931	1.11139	
0.125	-0.0753482	0.286587	-1.98643	1.10032	
0.126	-0.0773332	0.287682	-1.98352	1.08939	
0.127	-0.0793153	0.288766	-1.98059	1.07858	
0.128	-0.0812944	0.289839	-1.97762	1.0679	
0.129	-0.0832705	0.290902	-1.97463	1.05735	
0.13	-0.0852436	0.291954	-1.97162	1.04692	
0.131	-0.0872137	0.292996	-1.96858	1.03661	
0.132	-0.0891808	0.294027	-1.96552	1.02643	
0.133	-0.0911448	0.295049	-1.96244	1.01636	
0.134	-0.0931057	0.29606	-1.95934	1.00641	
0.135	-0.0950634	0.297062	-1.95622	0.996572	
0.136	-0.0970181	0.298053	-1.95308	0.986847	
0.137	-0.0989696	0.299035	-1.94992	0.977233	
0.138	-0.100918	0.300008	-1.94675	0.967728	
0.139	-0.102863	0.300971	-1.94356	0.95833	
0.14	-0.104805	0.301925	-1.94036	0.949038	
0.141	-0.106744	0.302869	-1.93715	0.93985	
0.142	-0.108679	0.303804	-1.93393	0.930764	
0.143	-0.110612	0.304731	-1.93069	0.921779	
0.144	-0.112541	0.305648	-1.92744	0.912893	
0.145	-0.114467	0.306556	-1.92418	0.904104	
0.146	-0.116389	0.307456	-1.92091	0.895412	
0.147	-0.118308	0.308347	-1.91764	0.886813	
0.148	-0.120224	0.30923	-1.91435	0.878308	
0.149	-0.122137	0.310104	-1.91106	0.869895	
0.15	-0.124046	0.31097	-1.90776	0.861572	
0.151	-0.125953	0.311827	-1.90446	0.853338	
0.152	-0.127855	0.312676	-1.90115	0.845191	
0.153	-0.129755	0.313518	-1.89783	0.83713	
0.154	-0.131651	0.314351	-1.89451	0.829155	
0.155	-0.133544	0.315176	-1.89118	0.821263	
0.156	-0.135433	0.315993	-1.88786	0.813453	
0.157	-0.13732	0.316803	-1.88453	0.805724	
0.158	-0.139202	0.317605	-1.88119	0.798075	
0.159	-0.141082	0.318399	-1.87786	0.790505	
0.16	-0.142958	0.319186	-1.87452	0.783013	
0.161	-0.144831	0.319965	-1.87118	0.775597	
0.162	-0.146701	0.320737	-1.86784	0.768256	
0.163	-0.148567	0.321502	-1.8645	0.760989	
0.164	-0.15043	0.322259	-1.86116	0.753796	
0.165	-0.152289	0.323009	-1.85782	0.746674	
0.166	-0.154145	0.323752	-1.85448	0.739624	
0.167	-0.155998	0.324488	-1.85114	0.732643	
0.168	-0.157847	0.325218	-1.8478	0.725731	
0.169	-0.159694	0.32594	-1.84446	0.718888	
0.17	-0.161536	0.326655	-1.84113	0.712111	
0.171	-0.163376	0.327364	-1.8378	0.7054	
0.172	-0.165212	0.328066	-1.83446	0.698755	
0.173	-0.167045	0.328762	-1.83114	0.692173	
0.174	-0.168874	0.329451	-1.82781	0.685655	
0.175	-0.1707	0.330133	-1.82449	0.6792	
0.176	-0.172523	0.330809	-1.82117	0.672805	
0.177	-0.174343	0.331479	-1.81785	0.666472	
0.178	-0.176159	0.332142	-1.81454	0.660198	
0.179	-0.177972	0.332799	-1.81123	0.653984	
0.18	-0.179781	0.33345	-1.80792	0.647827	
0.181	-0.181588	0.334095	-1.80462	0.641728	
0.182	-0.183391	0.334733	-1.80132	0.635686	
0.183	-0.18519	0.335366	-1.79803	0.629699	
0.184	-0.186987	0.335993	-1.79474	0.623768	
0.185	-0.18878	0.336614	-1.79146	0.617891	
0.186	-0.19057	0.337229	-1.78818	0.612067	
0.187	-0.192356	0.337838	-1.78491	0.606296	
0.188	-0.194139	0.338441	-1.78164	0.600578	
0.189	-0.195919	0.339039	-1.77838	0.594911	
0.19	-0.197696	0.339631	-1.77512	0.589295	
0.191	-0.19947	0.340218	-1.77187	0.583729	
0.192	-0.20124	0.340799	-1.76863	0.578213	
0.193	-0.203007	0.341374	-1.76539	0.572745	
0.194	-0.204771	0.341944	-1.76215	0.567325	
0.195	-0.206531	0.342509	-1.75893	0.561954	
0.196	-0.208289	0.343068	-1.7557	0.556629	
0.197	-0.210043	0.343622	-1.75249	0.55135	
0.198	-0.211794	0.344171	-1.74928	0.546117	
0.199	-0.213541	0.344714	-1.74608	0.54093	
0.2	-0.215286	0.345253	-1.74288	0.535787	
0.201	-0.217027	0.345786	-1.73969	0.530688	
0.202	-0.218765	0.346314	-1.73651	0.525632	
0.203	-0.2205	0.346837	-1.73333	0.52062	
0.204	-0.222232	0.347355	-1.73016	0.51565	
0.205	-0.22396	0.347868	-1.727	0.510722	
0.206	-0.225686	0.348377	-1.72385	0.505835	
0.207	-0.227408	0.34888	-1.7207	0.500989	
0.208	-0.229127	0.349379	-1.71756	0.496183	
0.209	-0.230843	0.349873	-1.71442	0.491417	
0.21	-0.232556	0.350362	-1.71129	0.48669	
0.211	-0.234266	0.350846	-1.70817	0.482002	
0.212	-0.235972	0.351326	-1.70506	0.477353	
0.213	-0.237676	0.351801	-1.70195	0.472742	
0.214	-0.239376	0.352271	-1.69886	0.468168	
0.215	-0.241074	0.352737	-1.69576	0.463631	
0.216	-0.242768	0.353198	-1.69268	0.45913	
0.217	-0.244459	0.353655	-1.6896	0.454666	
0.218	-0.246147	0.354108	-1.68653	0.450237	
0.219	-0.247832	0.354556	-1.68347	0.445844	
0.22	-0.249514	0.354999	-1.68042	0.441485	
0.221	-0.251193	0.355439	-1.67737	0.437161	
0.222	-0.252869	0.355874	-1.67433	0.432871	
0.223	-0.254542	0.356304	-1.6713	0.428615	
0.224	-0.256211	0.356731	-1.66828	0.424392	
0.225	-0.257878	0.357153	-1.66526	0.420202	
0.226	-0.259542	0.357571	-1.66225	0.416044	
0.227	-0.261203	0.357985	-1.65925	0.411918	
0.228	-0.26286	0.358395	-1.65625	0.407824	
0.229	-0.264515	0.358801	-1.65327	0.403762	
0.23	-0.266167	0.359203	-1.65029	0.39973	
0.231	-0.267816	0.3596	-1.64732	0.395729	
0.232	-0.269461	0.359994	-1.64435	0.391759	
0.233	-0.271104	0.360384	-1.64139	0.387818	
0.234	-0.272744	0.36077	-1.63845	0.383907	
0.235	-0.274381	0.361152	-1.6355	0.380025	
0.236	-0.276015	0.36153	-1.63257	0.376173	
0.237	-0.277646	0.361904	-1.62965	0.372349	
0.238	-0.279275	0.362275	-1.62673	0.368553	
0.239	-0.2809	0.362641	-1.62382	0.364785	
0.24	-0.282522	0.363004	-1.62091	0.361045	
0.241	-0.284142	0.363363	-1.61802	0.357333	
0.242	-0.285758	0.363719	-1.61513	0.353647	
0.243	-0.287372	0.364071	-1.61225	0.349989	
0.244	-0.288983	0.364419	-1.60938	0.346357	
0.245	-0.290591	0.364763	-1.60651	0.342751	
0.246	-0.292196	0.365104	-1.60365	0.339171	
0.247	-0.293798	0.365442	-1.6008	0.335617	
0.248	-0.295397	0.365776	-1.59796	0.332088	
0.249	-0.296994	0.366106	-1.59512	0.328584	
0.25	-0.298588	0.366433	-1.5923	0.325105	
0.251	-0.300179	0.366756	-1.58948	0.321651	
0.252	-0.301767	0.367076	-1.58666	0.318221	
0.253	-0.303352	0.367393	-1.58386	0.314815	
0.254	-0.304934	0.367706	-1.58106	0.311433	
0.255	-0.306514	0.368016	-1.57827	0.308075	
0.256	-0.308091	0.368322	-1.57549	0.30474	
0.257	-0.309665	0.368625	-1.57271	0.301428	
0.258	-0.311236	0.368925	-1.56994	0.298138	
0.259	-0.312805	0.369221	-1.56718	0.294872	
0.26	-0.314371	0.369515	-1.56443	0.291628	
0.261	-0.315934	0.369805	-1.56168	0.288406	
0.262	-0.317494	0.370091	-1.55894	0.285206	
0.263	-0.319052	0.370375	-1.55621	0.282027	
0.264	-0.320606	0.370655	-1.55349	0.27887	
0.265	-0.322159	0.370933	-1.55077	0.275735	
0.266	-0.323708	0.371207	-1.54806	0.27262	
0.267	-0.325255	0.371478	-1.54536	0.269526	
0.268	-0.326799	0.371746	-1.54266	0.266453	
0.269	-0.32834	0.372011	-1.53997	0.263401	
0.27	-0.329879	0.372273	-1.53729	0.260368	
0.271	-0.331415	0.372532	-1.53462	0.257356	
0.272	-0.332948	0.372787	-1.53195	0.254363	
0.273	-0.334478	0.37304	-1.52929	0.25139	
0.274	-0.336006	0.37329	-1.52664	0.248437	
0.275	-0.337532	0.373537	-1.52399	0.245502	
0.276	-0.339054	0.373781	-1.52135	0.242587	
0.277	-0.340574	0.374022	-1.51872	0.239691	
0.278	-0.342092	0.374261	-1.5161	0.236813	
0.279	-0.343607	0.374496	-1.51348	0.233954	
0.28	-0.345119	0.374729	-1.51087	0.231113	
0.281	-0.346628	0.374958	-1.50826	0.22829	
0.282	-0.348135	0.375185	-1.50567	0.225486	
0.283	-0.34964	0.375409	-1.50308	0.222699	
0.284	-0.351142	0.375631	-1.50049	0.219929	
0.285	-0.352641	0.375849	-1.49792	0.217178	
0.286	-0.354137	0.376065	-1.49535	0.214443	
0.287	-0.355631	0.376278	-1.49278	0.211726	
0.288	-0.357123	0.376488	-1.49023	0.209025	
0.289	-0.358612	0.376696	-1.48768	0.206342	
0.29	-0.360098	0.376901	-1.48514	0.203675	
0.291	-0.361582	0.377103	-1.4826	0.201025	
0.292	-0.363063	0.377303	-1.48007	0.198391	
0.293	-0.364542	0.3775	-1.47755	0.195773	
0.294	-0.366019	0.377695	-1.47503	0.193171	
0.295	-0.367492	0.377887	-1.47252	0.190585	
0.296	-0.368964	0.378076	-1.47002	0.188015	
0.297	-0.370432	0.378263	-1.46752	0.185461	
0.298	-0.371899	0.378447	-1.46503	0.182922	
0.299	-0.373362	0.378628	-1.46255	0.180398	
0.3	-0.374824	0.378808	-1.46007	0.17789	
0.301	-0.376283	0.378984	-1.4576	0.175396	
0.302	-0.377739	0.379158	-1.45514	0.172918	
0.303	-0.379193	0.37933	-1.45268	0.170454	
0.304	-0.380644	0.379499	-1.45023	0.168005	
0.305	-0.382093	0.379666	-1.44778	0.165571	
0.306	-0.38354	0.37983	-1.44534	0.163151	
0.307	-0.384984	0.379992	-1.44291	0.160745	
0.308	-0.386426	0.380152	-1.44049	0.158353	
0.309	-0.387865	0.380309	-1.43807	0.155976	
0.31	-0.389302	0.380464	-1.43565	0.153612	
0.311	-0.390736	0.380616	-1.43324	0.151262	
0.312	-0.392168	0.380766	-1.43084	0.148926	
0.313	-0.393598	0.380914	-1.42845	0.146603	
0.314	-0.395025	0.38106	-1.42606	0.144294	
0.315	-0.39645	0.381203	-1.42367	0.141998	
0.316	-0.397873	0.381344	-1.4213	0.139715	
0.317	-0.399293	0.381482	-1.41893	0.137445	
0.318	-0.40071	0.381619	-1.41656	0.135188	
0.319	-0.402126	0.381753	-1.4142	0.132944	
0.32	-0.403539	0.381884	-1.41185	0.130713	
0.321	-0.40495	0.382014	-1.4095	0.128495	
0.322	-0.406358	0.382141	-1.40716	0.126289	
0.323	-0.407764	0.382267	-1.40482	0.124095	
0.324	-0.409168	0.38239	-1.40249	0.121914	
0.325	-0.410569	0.38251	-1.40017	0.119745	
0.326	-0.411968	0.382629	-1.39785	0.117588	
0.327	-0.413365	0.382746	-1.39554	0.115443	
0.328	-0.414759	0.38286	-1.39323	0.11331	
0.329	-0.416151	0.382972	-1.39093	0.111188	
0.33	-0.417541	0.383082	-1.38864	0.109079	
0.331	-0.418928	0.38319	-1.38635	0.106981	
0.332	-0.420314	0.383296	-1.38407	0.104895	
0.333	-0.421696	0.3834	-1.38179	0.10282	
0.334	-0.423077	0.383502	-1.37951	0.100756	
0.335	-0.424455	0.383602	-1.37725	0.0987036	
0.336	-0.425832	0.383699	-1.37499	0.0966623	
0.337	-0.427205	0.383795	-1.37273	0.0946321	
0.338	-0.428577	0.383889	-1.37048	0.0926129	
0.339	-0.429946	0.38398	-1.36824	0.0906046	
0.34	-0.431314	0.38407	-1.366	0.088607	
0.341	-0.432678	0.384157	-1.36376	0.0866202	
0.342	-0.434041	0.384243	-1.36154	0.084644	
0.343	-0.435401	0.384327	-1.35931	0.0826783	
0.344	-0.43676	0.384408	-1.35709	0.080723	
0.345	-0.438116	0.384488	-1.35488	0.0787782	
0.346	-0.439469	0.384566	-1.35268	0.0768436	
0.347	-0.440821	0.384642	-1.35047	0.0749192	
0.348	-0.44217	0.384716	-1.34828	0.0730049	
0.349	-0.443518	0.384788	-1.34609	0.0711007	
0.35	-0.444863	0.384858	-1.3439	0.0692065	
0.351	-0.446205	0.384926	-1.34172	0.0673221	
0.352	-0.447546	0.384993	-1.33955	0.0654476	
0.353	-0.448884	0.385057	-1.33738	0.0635827	
0.354	-0.450221	0.38512	-1.33521	0.0617276	
0.355	-0.451555	0.385181	-1.33305	0.059882	
0.356	-0.452887	0.38524	-1.3309	0.0580459	
0.357	-0.454217	0.385297	-1.32875	0.0562193	
0.358	-0.455544	0.385352	-1.3266	0.054402	
0.359	-0.45687	0.385406	-1.32446	0.0525941	
0.36	-0.458193	0.385457	-1.32233	0.0507953	
0.361	-0.459515	0.385507	-1.3202	0.0490057	
0.362	-0.460834	0.385555	-1.31808	0.0472252	
0.363	-0.462151	0.385602	-1.31596	0.0454537	
0.364	-0.463466	0.385646	-1.31384	0.0436911	
0.365	-0.464778	0.385689	-1.31173	0.0419374	
0.366	-0.466089	0.38573	-1.30963	0.0401926	
0.367	-0.467398	0.385769	-1.30753	0.0384564	
0.368	-0.468704	0.385807	-1.30543	0.036729	
0.369	-0.470009	0.385843	-1.30334	0.0350101	
0.37	-0.471311	0.385877	-1.30126	0.0332999	
0.371	-0.472611	0.385909	-1.29918	0.0315981	
0.372	-0.473909	0.38594	-1.2971	0.0299047	
0.373	-0.475205	0.385969	-1.29503	0.0282197	
0.374	-0.476499	0.385997	-1.29296	0.026543	
0.375	-0.477791	0.386022	-1.2909	0.0248745	
0.376	-0.479081	0.386046	-1.28885	0.0232142	
0.377	-0.480369	0.386069	-1.28679	0.0215621	
0.378	-0.481655	0.38609	-1.28475	0.0199179	
0.379	-0.482938	0.386109	-1.2827	0.0182818	
0.38	-0.48422	0.386126	-1.28066	0.0166537	
0.381	-0.4855	0.386142	-1.27863	0.0150334	
0.382	-0.486777	0.386156	-1.2766	0.013421	
0.383	-0.488053	0.386169	-1.27458	0.0118163	
0.384	-0.489326	0.38618	-1.27256	0.0102194	
0.385	-0.490598	0.386189	-1.27054	0.00863006	
0.386	-0.491868	0.386197	-1.26853	0.00704838	
0.387	-0.493135	0.386203	-1.26652	0.00547426	
0.388	-0.494401	0.386208	-1.26452	0.00390764	
0.389	-0.495664	0.386211	-1.26253	0.00234846	
0.39	-0.496926	0.386213	-1.26053	0.000796676	
0.391	-0.498185	0.386213	-1.25854	-0.000747763	
0.392	-0.499443	0.386211	-1.25656	-0.00228491	
0.393	-0.500698	0.386208	-1.25458	-0.00381482	
0.394	-0.501952	0.386204	-1.2526	-0.00533754	
0.395	-0.503204	0.386198	-1.25063	-0.00685312	
0.396	-0.504453	0.38619	-1.24866	-0.00836161	
0.397	-0.505701	0.386181	-1.2467	-0.00986306	
0.398	-0.506947	0.38617	-1.24474	-0.0113575	
0.399	-0.50819	0.386158	-1.24279	-0.012845	
0.4	-0.509432	0.386145	-1.24084	-0.0143257	
0.401	-0.510672	0.386129	-1.23889	-0.0157994	
0.402	-0.51191	0.386113	-1.23695	-0.0172664	
0.403	-0.513146	0.386095	-1.23501	-0.0187266	
0.404	-0.51438	0.386075	-1.23308	-0.0201801	
0.405	-0.515612	0.386055	-1.23115	-0.021627	
0.406	-0.516842	0.386032	-1.22923	-0.0230672	
0.407	-0.518071	0.386008	-1.22731	-0.0245009	
0.408	-0.519297	0.385983	-1.22539	-0.025928	
0.409	-0.520521	0.385957	-1.22348	-0.0273486	
0.41	-0.521744	0.385929	-1.22157	-0.0287629	
0.411	-0.522964	0.385899	-1.21966	-0.0301707	
0.412	-0.524183	0.385868	-1.21776	-0.0315721	
0.413	-0.5254	0.385836	-1.21587	-0.0329673	
0.414	-0.526615	0.385802	-1.21397	-0.0343561	
0.415	-0.527828	0.385767	-1.21209	-0.0357388	
0.416	-0.529039	0.385731	-1.2102	-0.0371152	
0.417	-0.530248	0.385693	-1.20832	-0.0384855	
0.418	-0.531456	0.385654	-1.20644	-0.0398498	
0.419	-0.532661	0.385613	-1.20457	-0.0412079	
0.42	-0.533865	0.385571	-1.2027	-0.04256	
0.421	-0.535067	0.385528	-1.20084	-0.0439061	
0.422	-0.536267	0.385484	-1.19898	-0.0452463	
0.423	-0.537465	0.385438	-1.19712	-0.0465806	
0.424	-0.538661	0.38539	-1.19526	-0.047909	
0.425	-0.539855	0.385342	-1.19342	-0.0492316	
0.426	-0.541048	0.385292	-1.19157	-0.0505484	
0.427	-0.542238	0.385241	-1.18973	-0.0518594	
0.428	-0.543427	0.385188	-1.18789	-0.0531647	
0.429	-0.544614	0.385134	-1.18605	-0.0544643	
0.43	-0.545799	0.385079	-1.18422	-0.0557583	
0.431	-0.546983	0.385023	-1.1824	-0.0570467	
0.432	-0.548164	0.384965	-1.18057	-0.0583295	
0.433	-0.549344	0.384906	-1.17875	-0.0596067	
0.434	-0.550521	0.384846	-1.17694	-0.0608785	
0.435	-0.551698	0.384784	-1.17512	-0.0621448	
0.436	-0.552872	0.384722	-1.17332	-0.0634056	
0.437	-0.554044	0.384658	-1.17151	-0.0646611	
0.438	-0.555215	0.384592	-1.16971	-0.0659112	
0.439	-0.556384	0.384526	-1.16791	-0.0671559	
0.44	-0.557551	0.384458	-1.16612	-0.0683954	
0.441	-0.558716	0.384389	-1.16432	-0.0696296	
0.442	-0.559879	0.384319	-1.16254	-0.0708586	
0.443	-0.561041	0.384247	-1.16075	-0.0720823	
0.444	-0.562201	0.384175	-1.15897	-0.0733009	
0.445	-0.563359	0.384101	-1.1572	-0.0745144	
0.446	-0.564515	0.384026	-1.15542	-0.0757228	
0.447	-0.56567	0.383949	-1.15365	-0.076926	
0.448	-0.566822	0.383872	-1.15189	-0.0781243	
0.449	-0.567973	0.383793	-1.15012	-0.0793175	
0.45	-0.569123	0.383713	-1.14837	-0.0805058	
0.451	-0.57027	0.383632	-1.14661	-0.0816891	
0.452	-0.571416	0.38355	-1.14486	-0.0828675	
0.453	-0.57256	0.383466	-1.14311	-0.084041	
0.454	-0.573702	0.383382	-1.14136	-0.0852097	
0.455	-0.574843	0.383296	-1.13962	-0.0863735	
0.456	-0.575981	0.383209	-1.13788	-0.0875325	
0.457	-0.577118	0.383121	-1.13614	-0.0886868	
0.458	-0.578254	0.383032	-1.13441	-0.0898363	
0.459	-0.579387	0.382941	-1.13268	-0.0909811	
0.46	-0.580519	0.38285	-1.13096	-0.0921212	
0.461	-0.581649	0.382757	-1.12923	-0.0932567	
0.462	-0.582778	0.382663	-1.12752	-0.0943875	
0.463	-0.583904	0.382568	-1.1258	-0.0955137	
0.464	-0.585029	0.382472	-1.12409	-0.0966354	
0.465	-0.586152	0.382375	-1.12238	-0.0977525	
0.466	-0.587274	0.382277	-1.12067	-0.0988651	
0.467	-0.588394	0.382177	-1.11897	-0.0999731	
0.468	-0.589512	0.382077	-1.11727	-0.101077	
0.469	-0.590628	0.381975	-1.11557	-0.102176	
0.47	-0.591743	0.381872	-1.11388	-0.103271	
0.471	-0.592856	0.381768	-1.11219	-0.104361	
0.472	-0.593967	0.381664	-1.1105	-0.105447	
0.473	-0.595077	0.381558	-1.10882	-0.106529	
0.474	-0.596185	0.381451	-1.10714	-0.107606	
0.475	-0.597291	0.381342	-1.10546	-0.108679	
0.476	-0.598396	0.381233	-1.10378	-0.109748	
0.477	-0.599499	0.381123	-1.10211	-0.110813	
0.478	-0.6006	0.381012	-1.10044	-0.111873	
0.479	-0.6017	0.380899	-1.09878	-0.112929	
0.48	-0.602798	0.380786	-1.09711	-0.113981	
0.481	-0.603894	0.380671	-1.09546	-0.115029	
0.482	-0.604989	0.380556	-1.0938	-0.116073	
0.483	-0.606082	0.380439	-1.09215	-0.117113	
0.484	-0.607173	0.380321	-1.09049	-0.118148	
0.485	-0.608263	0.380203	-1.08885	-0.11918	
0.486	-0.609351	0.380083	-1.0872	-0.120207	
0.487	-0.610437	0.379962	-1.08556	-0.121231	
0.488	-0.611522	0.379841	-1.08392	-0.12225	
0.489	-0.612605	0.379718	-1.08229	-0.123266	
0.49	-0.613686	0.379594	-1.08065	-0.124278	
0.491	-0.614766	0.379469	-1.07902	-0.125285	
0.492	-0.615844	0.379343	-1.0774	-0.126289	
0.493	-0.616921	0.379217	-1.07577	-0.127289	
0.494	-0.617996	0.379089	-1.07415	-0.128285	
0.495	-0.619069	0.37896	-1.07253	-0.129278	
0.496	-0.620141	0.37883	-1.07092	-0.130266	
0.497	-0.621211	0.3787	-1.06931	-0.131251	
0.498	-0.62228	0.378568	-1.0677	-0.132232	
0.499	-0.623346	0.378435	-1.06609	-0.133209	
0.5	-0.624412	0.378301	-1.06449	-0.134183	
0.501	-0.625475	0.378167	-1.06289	-0.135152	
0.502	-0.626537	0.378031	-1.06129	-0.136118	
0.503	-0.627598	0.377895	-1.05969	-0.137081	
0.504	-0.628657	0.377757	-1.0581	-0.13804	
0.505	-0.629714	0.377618	-1.05651	-0.138995	
0.506	-0.63077	0.377479	-1.05492	-0.139947	
0.507	-0.631824	0.377339	-1.05334	-0.140895	
0.508	-0.632877	0.377197	-1.05175	-0.141839	
