0	1.0167	0.055	0	0
0.25	0.992208	0.0341634	5.46003	-0.519575
0.5	0.991579	0.0334813	5.42299	-1.03555
0.75	0.991746	0.0334169	5.41736	-1.54765
1	0.992092	0.0334913	5.42565	-2.05544
1.255	0.992404	0.0336051	5.44002	-2.56879
1.505	0.992549	0.0337468	5.45458	-3.0677
1.755	0.992487	0.0339441	5.46741	2.72048
2.005	0.992242	0.0342115	5.47927	2.22879
2.255	0.9919	0.0345164	5.49233	1.73967
2.505	0.991613	0.0347524	5.5078	1.25226
2.755	0.99167	0.0346608	5.52238	0.765633
3.005	0.993569	0.0328027	5.50062	0.278773
3.255	0.996132	0.0627442	-2.00682	-0.210754
3.505	0.993221	0.0642828	-1.90423	-0.704981
3.755	0.993093	0.0645853	-1.89671	-1.20672
4.005	0.993378	0.0647647	-1.91804	-1.71659
4.255	0.993731	0.0649053	-1.95989	-2.23462
4.505	0.993976	0.064976	-2.01772	-2.76016
4.755	0.994016	0.0649201	-2.0874	2.99137
5.005	0.99383	0.0647118	-2.16444	2.45564
5.255	0.993491	0.0643915	4.03997	1.91841
5.505	0.993158	0.0640694	3.96695	1.38243
5.755	0.993138	0.0639345	3.91082	0.850291
6.005	0.994792	0.0647148	3.90838	0.324066
6.255	0.998779	0.090815	3.55996	-0.195331
6.505	0.995197	0.089875	3.48091	-0.702284
6.755	0.994984	0.0896116	3.49347	-1.19763
7.005	0.995228	0.089383	3.53301	-1.68277
7.255	0.995572	0.089172	3.58877	-2.15935
7.505	0.995852	0.0890251	3.65471	-2.62918
7.755	0.995977	0.0889969	3.72678	-3.09414
8.005	0.995912	0.089119	3.80227	2.72709
8.255	0.995677	0.089381	3.879	2.26624
8.505	0.995347	0.0897276	3.95455	1.80461
8.755	0.995048	0.0900668	4.02534	1.34034
9	0.994998	0.0902664	4.0841	0.880948
9.25	0.995971	0.0900083	4.11427	0.405805
9.5	1.00947	0.124229	3.88672	-0.0786015
9.75	0.999492	0.127028	4.06514	-0.574572
10	0.999124	0.127307	4.06245	-1.08643
10.25	0.999371	0.127537	4.01314	-1.61564
10.5	0.99974	0.127756	3.92038	-2.16203
10.75	1.00001	0.127903	3.78828	-2.72328
11	1.00006	0.127902	3.62803	2.9885
11.25	0.999862	0.12773	3.45841	2.41362
11.5	0.999503	0.127443	3.30153	1.84273
11.75	0.999182	0.127158	3.1764	1.28242
12	0.999291	0.127029	3.09653	0.737233
12.25	1.00253	0.127793	3.09948	0.209184
12.5	1.00645	0.164016	2.89467	-0.301262
12.75	1.00454	0.163752	2.91149	-0.7901
13	1.00444	0.163518	2.97634	-1.26159
13.25	1.0047	0.16325	3.06506	-1.71919
13.5	1.00504	0.162988	3.16909	-2.16606
13.75	1.00531	0.162792	3.28291	-2.60511
14	1.00545	0.162716	3.40263	-3.03897
14.25	1.00542	0.162789	3.52531	2.81308
14.5	1.00522	0.163006	3.64842	2.38232
14.75	1.00491	0.163324	3.76933	1.94959
15	1.00459	0.163672	3.88481	1.51249
15.25	1.00441	0.163962	3.99029	1.06842
15.5	1.00473	0.164059	4.07776	0.614578
15.75	1.00923	0.163307	4.09895	0.147723
16	1.0106	0.188668	4.18143	-0.336488
16.25	1.00924	0.18909	4.20976	-0.842109
16.5	1.00932	0.18932	4.17092	-1.37406
16.75	1.00968	0.18955	4.0616	-1.93457
17	1.01002	0.189736	3.87552	-2.52237
17.25	1.01015	0.189794	3.62354	-3.13077
17.5	1.01001	0.189673	3.34321	2.5357
17.75	1.00965	0.189415	3.08712	1.92562
18	1.0093	0.189138	2.89555	1.33498
18.25	1.00934	0.188988	2.78344	0.771166
18.5	1.01211	0.18946	2.7634	0.235907
18.75	1.02056	0.230263	2.61956	-0.272297
19	1.01826	0.230035	2.66773	-0.751536
19.25	1.01809	0.229805	2.76303	-1.20862
19.5	1.01832	0.229533	2.88235	-1.64864
19.75	1.01865	0.229257	3.01703	-2.07583
20	1.01895	0.229033	3.16164	-2.49368
20.25	1.01914	0.228914	3.31245	-2.90516
20.5	1.01917	0.228934	3.46673	2.97032
20.75	1.01904	0.2291	3.62228	2.56398
21	1.01878	0.229385	3.77702	2.15672
21.25	1.01845	0.229736	3.9286	1.74617
21.5	1.01817	0.230082	4.07402	1.32978
21.755	1.01811	0.230336	4.21145	0.896049
22.005	1.01881	0.23032	4.3268	0.458502
22.255	1.0316	0.232922	4.33627	0.00431849
22.505	1.02244	0.243567	4.49774	-0.471443
22.755	1.02184	0.243938	4.53252	-0.975142
23.005	1.02207	0.24416	4.49468	-1.51373
23.255	1.02246	0.244363	4.36041	-2.09235
23.505	1.02276	0.244499	4.10627	-2.71103
23.755	1.02279	0.244482	3.74217	2.92323
24.005	1.02252	0.244289	3.34123	2.26498
24.255	1.02211	0.244007	3.00489	1.62243
24.505	1.0219	0.243794	2.78853	1.01389
24.755	1.02282	0.243929	2.69271	0.44618
25.005	1.03928	0.268127	2.64679	-0.0831752
25.255	1.02884	0.267715	2.63222	-0.575912
