0.001	0.131267	0.00354404	-0.0498481	3.54357	2.56061	
0.002	0.131192	0.00708666	-0.0996194	3.54143	2.56061	
0.003	0.131068	0.0106264	-0.149237	3.53788	2.56061	
0.004	0.130894	0.0141619	-0.198627	3.53293	2.56061	
0.005	0.13067	0.0176918	-0.247713	3.52659	2.56061	
0.006	0.130398	0.0212147	-0.296425	3.51889	2.56061	
0.007	0.130078	0.0247291	-0.344692	3.50985	2.56061	
0.008	0.129709	0.0282339	-0.392446	3.49951	2.56061	
0.009	0.129293	0.0317277	-0.439624	3.4879	2.56061	
0.01	0.12883	0.0352093	-0.486164	3.47505	2.56061	
0.011	0.128321	0.0386774	-0.53201	3.46103	2.56061	
0.012	0.127766	0.042131	-0.577106	3.44585	2.56061	
0.013	0.127167	0.0455688	-0.621404	3.42959	2.56061	
0.014	0.126524	0.0489898	-0.664858	3.41227	2.56061	
0.015	0.125838	0.052393	-0.707426	3.39397	2.56061	
0.016	0.125109	0.0557774	-0.749071	3.37472	2.56061	
0.017	0.12434	0.0591422	-0.789761	3.35459	2.56061	
0.018	0.12353	0.0624863	-0.829466	3.33363	2.56061	
0.019	0.122681	0.0658092	-0.868162	3.31189	2.56061	
0.02	0.121794	0.0691099	-0.905829	3.28944	2.56061	
0.021	0.12087	0.0723878	-0.94245	3.26632	2.56061	
0.022	0.11991	0.0756423	-0.978013	3.24259	2.56061	
0.023	0.118914	0.0788728	-1.01251	3.2183	2.56061	
0.024	0.117885	0.0820787	-1.04593	3.19351	2.56061	
0.025	0.116823	0.0852597	-1.07828	3.16827	2.56061	
0.026	0.115729	0.0884152	-1.10955	3.14263	2.56061	
0.027	0.114604	0.0915448	-1.13975	3.11664	2.56061	
0.028	0.11345	0.0946483	-1.16889	3.09035	2.56061	
0.029	0.112267	0.0977254	-1.19697	3.0638	2.56061	
0.03	0.111056	0.100776	-1.224	3.03703	2.56061	
0.031	0.109819	0.103799	-1.25001	3.01008	2.56061	
0.032	0.108556	0.106796	-1.275	2.983	2.56061	
0.033	0.107269	0.109765	-1.29898	2.95583	2.56061	
0.034	0.105959	0.112708	-1.32199	2.92859	2.56061	
0.035	0.104626	0.115623	-1.34403	2.90132	2.56061	
0.036	0.103271	0.11851	-1.36512	2.87406	2.56061	
0.037	0.101896	0.121371	-1.3853	2.84683	2.56061	
0.038	0.100501	0.124204	-1.40457	2.81966	2.56061	
0.039	0.0990868	0.12701	-1.42296	2.79257	2.56061	
0.04	0.097655	0.129789	-1.4405	2.7656	2.56061	
0.041	0.096206	0.132541	-1.4572	2.73875	2.56061	
0.042	0.0947408	0.135267	-1.47309	2.71206	2.56061	
0.043	0.0932601	0.137965	-1.4882	2.68554	2.56061	
0.044	0.0917647	0.140638	-1.50254	2.6592	2.56061	
0.045	0.0902553	0.143284	-1.51614	2.63307	2.56061	
0.046	0.0887326	0.145904	-1.52903	2.60716	2.56061	
0.047	0.0871975	0.148498	-1.54122	2.58148	2.56061	
0.048	0.0856504	0.151067	-1.55273	2.55604	2.56061	
0.049	0.0840922	0.15361	-1.5636	2.53085	2.56061	
0.05	0.0825234	0.156129	-1.57384	2.50593	2.56061	
0.051	0.0809447	0.158622	-1.58348	2.48127	2.56061	
0.052	0.0793567	0.161091	-1.59253	2.45689	2.56061	
0.053	0.0777598	0.163536	-1.60102	2.43279	2.56061	
0.054	0.0761548	0.165957	-1.60896	2.40899	2.56061	
0.055	0.0745421	0.168354	-1.61638	2.38547	2.56061	
0.056	0.0729222	0.170728	-1.6233	2.36225	2.56061	
0.057	0.0712957	0.173079	-1.62973	2.33933	2.56061	
0.058	0.0696629	0.175407	-1.63569	2.31672	2.56061	
0.059	0.0680244	0.177713	-1.6412	2.2944	2.56061	
0.06	0.0663807	0.179996	-1.64628	2.2724	2.56061	
0.061	0.064732	0.182257	-1.65094	2.25069	2.56061	
0.062	0.0630789	0.184497	-1.65521	2.22929	2.56061	
0.063	0.0614217	0.186716	-1.65909	2.2082	2.56061	
0.064	0.0597609	0.188914	-1.6626	2.18741	2.56061	
0.065	0.0580966	0.191091	-1.66576	2.16693	2.56061	
0.066	0.0564295	0.193248	-1.66857	2.14675	2.56061	
0.067	0.0547596	0.195385	-1.67106	2.12687	2.56061	
0.068	0.0530874	0.197502	-1.67324	2.10728	2.56061	
0.069	0.0514132	0.199599	-1.67512	2.088	2.56061	
0.07	0.0497373	0.201678	-1.6767	2.06901	2.56061	
0.071	0.0480599	0.203737	-1.67801	2.0503	2.56061	
0.072	0.0463814	0.205778	-1.67906	2.03189	2.56061	
0.073	0.0447019	0.207801	-1.67985	2.01376	2.56061	
0.074	0.0430217	0.209806	-1.6804	1.99592	2.56061	
0.075	0.0413412	0.211793	-1.68071	1.97836	2.56061	
0.076	0.0396604	0.213763	-1.6808	1.96107	2.56061	
0.077	0.0379796	0.215715	-1.68067	1.94405	2.56061	
0.078	0.0362991	0.217651	-1.68034	1.9273	2.56061	
0.079	0.034619	0.21957	-1.67981	1.91082	2.56061	
0.08	0.0329396	0.221473	-1.67909	1.8946	2.56061	
0.081	0.0312609	0.223359	-1.6782	1.87864	2.56061	
0.082	0.0295832	0.22523	-1.67713	1.86293	2.56061	
0.083	0.0279067	0.227085	-1.67589	1.84747	2.56061	
0.084	0.0262315	0.228925	-1.67449	1.83226	2.56061	
0.085	0.0245578	0.23075	-1.67295	1.8173	2.56061	
0.086	0.0228857	0.23256	-1.67126	1.80257	2.56061	
0.087	0.0212153	0.234355	-1.66943	1.78808	2.56061	
0.088	0.0195468	0.236136	-1.66746	1.77382	2.56061	
0.089	0.0178804	0.237903	-1.66538	1.75979	2.56061	
0.09	0.0162161	0.239656	-1.66317	1.74599	2.56061	
0.091	0.0145541	0.241395	-1.66084	1.7324	2.56061	
0.092	0.0128945	0.243121	-1.6584	1.71904	2.56061	
0.093	0.0112374	0.244833	-1.65586	1.70588	2.56061	
0.094	0.00958281	0.246532	-1.65322	1.69294	2.56061	
0.095	0.00793096	0.248219	-1.65048	1.6802	2.56061	
0.096	0.00628189	0.249893	-1.64764	1.66767	2.56061	
0.097	0.0046357	0.251554	-1.64472	1.65534	2.56061	
0.098	0.00299247	0.253204	-1.64172	1.6432	2.56061	
0.099	0.00135229	0.254841	-1.63863	1.63126	2.56061	
0.1	-0.000284769	0.256466	-1.63547	1.6195	2.56061	
0.101	-0.00191863	0.25808	-1.63224	1.60794	2.56061	
0.102	-0.00354923	0.259682	-1.62894	1.59655	2.56061	
0.103	-0.00517649	0.261273	-1.62557	1.58534	2.56061	
0.104	-0.00680035	0.262853	-1.62214	1.57432	2.56061	
0.105	-0.00842075	0.264422	-1.61865	1.56346	2.56061	
0.106	-0.0100376	0.26598	-1.6151	1.55278	2.56061	
0.107	-0.0116509	0.267527	-1.6115	1.54226	2.56061	
0.108	-0.0132606	0.269065	-1.60784	1.5319	2.56061	
0.109	-0.0148666	0.270591	-1.60414	1.52171	2.56061	
0.11	-0.0164689	0.272108	-1.60039	1.51168	2.56061	
0.111	-0.0180674	0.273615	-1.5966	1.5018	2.56061	
0.112	-0.0196621	0.275112	-1.59277	1.49208	2.56061	
0.113	-0.0212529	0.276599	-1.58889	1.48251	2.56061	
0.114	-0.0228398	0.278077	-1.58498	1.47308	2.56061	
0.115	-0.0244228	0.279545	-1.58103	1.4638	2.56061	
0.116	-0.0260019	0.281004	-1.57705	1.45466	2.56061	
0.117	-0.0275769	0.282455	-1.57304	1.44566	2.56061	
0.118	-0.029148	0.283896	-1.569	1.4368	2.56061	
0.119	-0.0307149	0.285328	-1.56493	1.42808	2.56061	
0.12	-0.0322778	0.286752	-1.56083	1.41948	2.56061	
0.121	-0.0338366	0.288167	-1.55671	1.41102	2.56061	
0.122	-0.0353912	0.289574	-1.55257	1.40269	2.56061	
0.123	-0.0369417	0.290973	-1.5484	1.39448	2.56061	
0.124	-0.038488	0.292363	-1.54421	1.38639	2.56061	
0.125	-0.0400301	0.293745	-1.54	1.37843	2.56061	
0.126	-0.041568	0.29512	-1.53578	1.37058	2.56061	
0.127	-0.0431017	0.296487	-1.53154	1.36285	2.56061	
0.128	-0.0446311	0.297846	-1.52728	1.35524	2.56061	
0.129	-0.0461562	0.299197	-1.52301	1.34774	2.56061	
0.13	-0.0476771	0.300541	-1.51872	1.34035	2.56061	
0.131	-0.0491937	0.301878	-1.51443	1.33307	2.56061	
0.132	-0.050706	0.303207	-1.51012	1.3259	2.56061	
0.133	-0.0522139	0.30453	-1.5058	1.31883	2.56061	
0.134	-0.0537176	0.305845	-1.50147	1.31187	2.56061	
0.135	-0.0552169	0.307153	-1.49713	1.30501	2.56061	
0.136	-0.0567118	0.308455	-1.49279	1.29825	2.56061	
0.137	-0.0582024	0.30975	-1.48844	1.29158	2.56061	
0.138	-0.0596887	0.311038	-1.48408	1.28502	2.56061	
0.139	-0.0611706	0.31232	-1.47972	1.27854	2.56061	
0.14	-0.0626481	0.313595	-1.47535	1.27217	2.56061	
0.141	-0.0641213	0.314864	-1.47098	1.26588	2.56061	
0.142	-0.0655901	0.316127	-1.46661	1.25968	2.56061	
0.143	-0.0670545	0.317384	-1.46223	1.25357	2.56061	
0.144	-0.0685146	0.318634	-1.45785	1.24755	2.56061	
0.145	-0.0699702	0.319879	-1.45347	1.24162	2.56061	
0.146	-0.0714215	0.321118	-1.44909	1.23576	2.56061	
0.147	-0.0728684	0.322351	-1.44471	1.23	2.56061	
0.148	-0.0743109	0.323578	-1.44033	1.22431	2.56061	
0.149	-0.0757491	0.324799	-1.43595	1.2187	2.56061	
0.15	-0.0771828	0.326015	-1.43157	1.21317	2.56061	
0.151	-0.0786122	0.327226	-1.42719	1.20772	2.56061	
0.152	-0.0800372	0.328431	-1.42282	1.20235	2.56061	
0.153	-0.0814579	0.32963	-1.41845	1.19705	2.56061	
0.154	-0.0828741	0.330825	-1.41408	1.19182	2.56061	
0.155	-0.084286	0.332014	-1.40971	1.18666	2.56061	
0.156	-0.0856935	0.333198	-1.40535	1.18158	2.56061	
0.157	-0.0870967	0.334377	-1.40099	1.17657	2.56061	
0.158	-0.0884955	0.335551	-1.39664	1.17162	2.56061	
0.159	-0.08989	0.33672	-1.39229	1.16675	2.56061	
0.16	-0.0912801	0.337885	-1.38794	1.16194	2.56061	
0.161	-0.0926659	0.339044	-1.3836	1.15719	2.56061	
0.162	-0.0940473	0.340199	-1.37927	1.15251	2.56061	
0.163	-0.0954244	0.341349	-1.37494	1.1479	2.56061	
