0	1.02691	0.15	3.14159	3.14159
0.005	1.02691	0.15	3.13775	3.13003
6.32	1.02628	0.145972	3.17542	3.10298
12.62	1.02467	0.135117	3.18908	3.0782
18.885	1.02292	0.122218	3.17958	3.08962
25.125	1.02197	0.114504	3.15215	3.12772
31.365	1.0222	0.116363	3.1163	-3.12443
37.615	1.02352	0.12676	3.09226	-3.10048
43.89	1.02533	0.139705	3.09257	-3.09634
50.195	1.02665	0.148357	3.11834	-3.11793
56.52	1.02682	0.149408	3.15299	3.11932
62.83	1.02576	0.142557	3.1846	3.09486
69.115	1.02398	0.130168	3.19095	3.08793
75.37	1.02244	0.118388	3.17269	3.1084
81.61	1.02191	0.113993	3.13899	3.14123
87.85	1.02258	0.119444	3.10671	-3.10791
94.11	1.02419	0.131676	3.08943	-3.09497
100.4	1.02593	0.143683	3.09741	-3.10841
106.715	1.02687	0.149705	3.12847	-3.14135
113.035	1.02656	0.147747	3.16614	3.10669
119.34	1.02514	0.138376	3.18763	3.08102
125.61	1.02333	0.125335	3.18641	3.0918
131.86	1.02211	0.115669	3.15948	3.11303
138.095	1.02202	0.114937	3.12604	-3.12829
144.34	1.02309	0.123545	3.0981	-3.09923
150.61	1.02487	0.136567	3.08991	-3.09472
156.91	1.02641	0.146806	3.10826	-3.11495
163.23	1.0269	0.149939	3.14396	3.13136
169.545	1.02613	0.145035	3.17908	3.10201
175.84	1.02446	0.133642	3.19089	3.08376
182.105	1.02276	0.120982	3.17662	3.09084
188.345	1.02194	0.114241	3.14693	3.12703
194.585	1.0223	0.117239	3.11177	-3.12451
200.835	1.02372	0.128304	3.09132	-3.09733
207.115	1.02553	0.141051	3.09385	-3.0994
213.425	1.02674	0.148914	3.12028	-3.12847
219.745	1.02675	0.149019	3.15907	3.12061
226.055	1.02557	0.141338	3.18662	3.09247
232.34	1.02377	0.128644	3.18751	3.08038
238.59	1.02232	0.117423	3.16849	3.10857
244.83	1.02193	0.114135	3.13372	3.14047
251.07	1.02272	0.120615	3.10326	-3.1071
257.33	1.0244	0.133199	3.09046	-3.09009
263.625	1.02609	0.144742	3.10048	-3.10989
269.94	1.02689	0.1499	3.13466	-3.14001
276.26	1.02644	0.14703	3.17095	3.10678
282.56	1.02493	0.136979	3.191	3.088
288.83	1.02315	0.123939	3.18447	3.09395
295.075	1.02204	0.115077	3.15747	3.12377
301.315	1.02209	0.115467	3.12124	-3.1287
307.56	1.02327	0.12489	3.09604	-3.0972
313.835	1.02507	0.13794	3.08957	-3.09938
320.135	1.02652	0.147524	3.11279	-3.11512
326.455	1.02687	0.149764	3.15002	3.13255
332.775	1.02598	0.144009	3.17856	3.08908
339.06	1.02425	0.132144	3.19212	3.08878
345.32	1.02262	0.119796	3.17639	3.10305
351.56	1.02192	0.114012	3.14477	3.13763
357.8	1.0224	0.118051	3.11069	-3.11304
364.055	1.02391	0.129655	3.09099	-3.09383
370.34	1.0257	0.142152	3.09519	-3.10261
376.65	1.0268	0.149283	3.1253	-3.12833
382.975	1.02668	0.148547	3.16014	3.10907
389.28	1.0254	0.140156	3.18764	3.08895
395.56	1.02359	0.127264	3.18695	3.08364
401.81	1.02223	0.116632	3.1645	3.10881
408.045	1.02196	0.114379	3.13174	-3.13197
414.29	1.02287	0.121758	3.10046	-3.10578
420.555	1.02459	0.134576	3.08875	-3.09608
426.85	1.02623	0.145618	3.1037	-3.11126
433.17	1.02691	0.14995	3.13655	3.13249
439.485	1.02632	0.146236	3.1749	3.10606
445.785	1.02474	0.135598	3.19023	3.0829
452.05	1.02298	0.122649	3.18235	3.0959
458.295	1.02199	0.114614	3.15285	3.12357
464.535	1.02216	0.11607	3.11689	-3.12869
470.78	1.02345	0.126208	3.09463	-3.09461
477.055	1.02526	0.139201	3.09313	-3.09225
483.365	1.02662	0.14813	3.11348	-3.12691
489.685	1.02684	0.149525	3.15165	3.12163
496	1.02582	0.142987	3.18095	3.08691
502.285	1.02406	0.130736	3.1896	3.08199
508.54	1.02249	0.118772	3.17308	3.10395
514.78	1.02191	0.113954	3.14004	3.13729
521.02	1.02252	0.118983	3.10716	-3.11235
527.275	1.0241	0.131036	3.09119	-3.08975
533.565	1.02586	0.143208	3.09711	-3.10517
539.88	1.02685	0.149573	3.12683	-3.13934
546.2	1.0266	0.147987	3.16491	3.10908
552.505	1.02522	0.138906	3.18825	3.08513
558.78	1.02341	0.125891	3.18593	3.08659
565.03	1.02214	0.115901	3.16049	3.10906
571.265	1.022	0.11467	3.12725	-3.13211
577.51	1.02302	0.122881	3.09809	-3.10406
583.775	1.02478	0.135852	3.09087	-3.09029
590.075	1.02635	0.14637	3.10704	-3.11258
596.395	1.0269	0.149908	3.14187	3.13295
602.715	1.0262	0.145403	3.17445	3.09316
609.005	1.02455	0.134258	3.19227	3.08862
615.27	1.02284	0.121481	3.18	3.09763
621.515	1.02195	0.114264	3.14858	3.1236
627.75	1.02224	0.116693	3.11593	-3.11706
634.005	1.02361	0.127416	3.09072	-3.10272
640.28	1.02543	0.140268	3.09365	-3.09613
646.59	1.02669	0.148547	3.11779	-3.12731
652.91	1.02679	0.149155	3.1564	3.12163
659.225	1.02567	0.14192	3.18251	3.08401
665.505	1.02388	0.12939	3.18989	3.08616
671.76	1.02239	0.117862	3.16995	3.10506
678	1.02192	0.113961	3.13584	3.13751
684.24	1.02264	0.119864	3.10429	-3.11095
690.5	1.02427	0.132252	3.08885	-3.09629
696.79	1.02599	0.144061	3.09915	-3.10758
703.105	1.02688	0.149718	3.13154	-3.13932
709.425	1.02651	0.147382	3.16863	3.10821
715.73	1.02505	0.137732	3.18807	3.08067
722	1.02325	0.124694	3.18479	3.08953
728.245	1.02208	0.115358	3.15954	3.12091
734.485	1.02205	0.115078	3.12336	-3.13151
740.73	1.02316	0.124008	3.09649	-3.10147
747	1.02495	0.137037	3.09018	-3.09519
753.3	1.02645	0.147024	3.1104	-3.1137
759.62	1.02689	0.149821	3.14665	3.13311
765.94	1.02607	0.144603	3.17697	3.09127
772.23	1.02438	0.133043	3.19048	3.08269
778.49	1.02271	0.120507	3.17763	3.09956
784.73	1.02193	0.114119	3.14721	3.13519
790.97	1.02234	0.117483	3.11255	-3.11593
797.225	1.02379	0.128724	3.09052	-3.09874
803.505	1.02559	0.141366	3.09478	-3.09919
809.815	1.02675	0.148968	3.12245	-3.12714
816.14	1.02673	0.148787	3.15729	3.11029
822.445	1.02551	0.140878	3.18726	3.09245
828.725	1.02371	0.128134	3.18972	3.09017
834.98	1.02229	0.117111	3.16662	3.10622
841.22	1.02194	0.114149	3.1317	3.13801
847.46	1.02276	0.120897	3.10183	-3.10901
853.72	1.02445	0.133542	3.09029	-3.0908
860.015	1.02613	0.144932	3.10175	-3.10926
866.33	1.02689	0.149852	3.13661	-3.13878
872.65	1.02641	0.146748	3.17234	3.10753
878.95	1.02488	0.136543	3.19102	3.08752
885.22	1.0231	0.12354	3.1833	3.09233
891.465	1.02203	0.114903	3.15577	3.12169
897.705	1.02211	0.115565	3.11966	-3.13066
903.95	1.02332	0.125159	3.09519	-3.09846
910.225	1.02512	0.138181	3.08993	-3.0995
916.525	1.02654	0.147594	3.1142	-3.11428
922.85	1.02686	0.149631	3.14774	3.12198
929.165	1.02594	0.1437	3.17931	3.08936
935.45	1.0242	0.131762	3.19169	3.08798
941.71	1.02259	0.119516	3.17519	3.10153
947.95	1.02191	0.11395	3.14335	3.13593
954.19	1.02243	0.11819	3.1096	-3.11443
960.445	1.02395	0.129867	3.0907	-3.09445
966.73	1.02573	0.14228	3.09589	-3.1023
973.04	1.0268	0.149253	3.12659	-3.12748
979.365	1.02666	0.14836	3.1612	3.10973
985.67	1.02536	0.139856	3.18785	3.08885
991.95	1.02355	0.126962	3.18634	3.08278
998.2	1.02221	0.116456	3.16349	3.10759
1004.43	1.02196	0.114371	3.13077	-3.13314
1010.68	1.02289	0.121865	3.09989	-3.10659
1016.94	1.02462	0.134688	3.0888	-3.09629
1023.24	1.02624	0.145646	3.10436	-3.11091
1029.56	1.0269	0.149871	3.13738	3.133
1035.87	1.0263	0.146062	3.17537	3.10627
1042.17	1.02471	0.135377	3.19011	3.08258
1048.44	1.02297	0.122465	3.18181	3.09518
1054.68	1.02198	0.114529	3.1522	3.12276
1060.92	1.02217	0.11608	3.11915	-3.11823
1067.17	1.02346	0.126259	3.09443	-3.09498
1073.45	1.02527	0.139224	3.09334	-3.09224
1079.76	1.02662	0.148092	3.11393	-3.12666
1086.08	1.02683	0.149428	3.15204	3.12183
1092.39	1.02581	0.14285	3.18104	3.08685
1098.68	1.02404	0.130598	3.18939	3.08166
1104.93	1.02249	0.118676	3.17275	3.10351
1111.17	1.02191	0.113909	3.13976	3.13691
1117.41	1.02252	0.118964	3.10704	-3.11259
1123.67	1.0241	0.131008	3.09123	-3.08981
1129.96	1.02586	0.143154	3.09725	-3.10514
1136.27	1.02684	0.149498	3.12693	-3.13934
1142.59	1.02659	0.147903	3.16487	3.10897
1148.9	1.02521	0.138831	3.18812	3.08496
1155.17	1.02341	0.125838	3.18583	3.08644
1161.42	1.02215	0.115861	3.16049	3.10901
1167.66	1.022	0.114618	3.12736	-3.13205
